company_id,sector,annual_revenue,revenue_growth_rate,gross_profit_margin,net_profit_margin,ebitda_margin,operating_profit_margin,total_debt,debt_to_equity_ratio,debt_to_revenue_ratio,interest_coverage_ratio,long_term_debt_ratio,operating_cash_flow,free_cash_flow,current_ratio,quick_ratio,cash_reserve_months,cash_flow_to_debt,market_share_percent,market_growth_rate,customer_retention_rate,revenue_concentration,employee_count,revenue_per_employee,asset_turnover_ratio,inventory_turnover,return_on_assets,return_on_equity,years_in_operation,credit_rating_score,bankruptcy_history,regulatory_violations,management_score,esg_score,financial_distress
COMP_00198,Manufacturing,387221697.7,0.0096,0.7051,0.185,0.1378,-0.1338,514926127.58,0.7743,1.3298,3.8508,0.7558,19308897.97,18062403.21,0.5593,0.2826,18.62,0.0375,2.7921,0.2518,0.601,0.8164,15687,24684.24,1.5354,4.4727,0.1128,0.0882,12,443.85,0,0,3.15,86.13,0
COMP_00199,Finance,386687819.46,-0.0505,0.1459,0.3248,0.453,0.2474,500008022.05,4.8956,1.2931,1.8201,0.3753,60535336.46,46388979.24,1.6459,0.8908,20.44,0.1211,25.2652,0.0727,0.5932,0.4436,22977,16829.34,2.5356,11.1964,0.1545,-0.0972,76,787.89,0,0,5.09,56.44,0
COMP_00200,Real Estate,261126727.78,0.597,0.3918,0.2709,-0.0546,0.1183,636682179.98,0.2225,2.4382,10.2494,0.8,70016604.92,60992021.95,2.5949,1.5687,19.8,0.11,7.3303,0.3366,0.546,0.1015,13343,19570.32,2.0784,11.9009,-0.1366,0.2452,2,367.59,0,0,1.37,85.66,0
COMP_00201,Telecom,488030897.82,0.3757,0.2312,-0.1327,0.3291,0.4335,818122220.07,2.6586,1.6764,16.9187,0.7496,50368286.61,28196389.76,1.018,0.8811,9.95,0.0616,29.4455,0.3701,0.6716,0.7101,8928,54662.96,1.6225,4.9837,0.0607,0.0105,50,844.44,0,1,5.99,23.98,1
COMP_00202,Real Estate,63649557.17,0.2802,0.5782,0.0286,0.3414,0.3414,169124452.29,3.8921,2.6571,1.6508,0.6397,12034620.56,12503620.51,0.844,0.5899,9.17,0.0712,30.1964,-0.0387,0.9164,0.5528,202,315096.82,1.7729,14.5401,0.2887,0.0666,44,559.56,0,0,3.38,26.66,0
COMP_00203,Technology,9456884.78,0.0198,0.5551,0.2647,0.4981,-0.0472,13748314.66,3.9731,1.4538,11.0754,0.3069,782587.57,409252.16,0.7078,0.5414,20.92,0.0569,19.3386,0.2593,0.7904,0.1157,12186,776.05,2.5925,4.0522,0.2694,0.1201,18,509.43,0,0,8.4,55.86,0
COMP_00204,Retail,385308947.67,-0.2558,0.1486,0.0504,0.3613,0.2821,236169536.6,3.6999,0.6129,13.1871,0.8763,-4807476.47,-4538728.48,2.707,2.5033,3.86,-0.0204,14.1602,-0.034,0.874,0.5581,11076,34787.73,2.5439,13.1142,0.024,0.0743,56,361.34,0,2,1.44,13.47,0
COMP_00205,Manufacturing,403770613.15,-0.272,0.6639,0.3834,0.1295,0.1413,673724211.29,2.6938,1.6686,12.053,0.5389,-20357738.6,-16354238.24,1.6221,0.9184,7.07,-0.0302,27.7887,0.0704,0.555,0.8449,11540,34988.79,1.1582,13.6171,0.1072,0.2295,54,489.49,0,0,7.03,17.99,1
COMP_00206,Telecom,60983407.33,0.1988,0.1767,0.2414,0.2343,-0.0378,203284684.76,3.2897,3.3334,17.6137,0.826,-2772880.49,-1743206.32,1.8079,1.6051,3.34,-0.0136,30.6037,0.3098,0.6504,0.267,29835,2044.02,0.5173,16.5694,0.2319,0.1114,8,433.82,0,0,7.78,87.52,0
COMP_00207,Retail,133525833.65,0.3858,0.6081,-0.1907,0.1199,0.2692,377235013.95,3.5297,2.8252,17.3947,0.2726,-12213569.77,-10578650.44,0.7101,0.4763,1.49,-0.0324,25.8653,0.0682,0.6865,0.3254,26982,4948.7,0.6386,17.9635,-0.0087,-0.0609,35,817.94,0,0,8.83,18.14,1
COMP_00208,Energy,9758629.32,0.1836,0.3699,0.328,0.0176,0.1784,7802487.36,2.5232,0.7995,1.6175,0.8867,1182364.42,1237537.99,3.0831,2.0097,14.97,0.1515,31.7514,0.3537,0.9128,0.6196,42179,231.36,1.1028,14.0642,-0.052,0.4661,14,664.87,0,0,5.35,70.61,0
COMP_00209,Manufacturing,147360996.78,0.4567,0.2798,-0.1395,0.0491,-0.1318,210788368.35,3.0189,1.4304,7.5384,0.7528,-7008136.56,-5532683.36,3.1836,2.488,21.67,-0.0332,21.966,0.1057,0.8189,0.7567,46927,3140.22,2.9032,13.1733,-0.0833,0.4894,34,493.76,1,0,4.09,65.7,0
COMP_00210,Real Estate,386797795.09,-0.2699,0.1608,-0.1157,0.0332,0.238,1258830764.39,4.2472,3.2545,13.5812,0.8594,95260304.29,72149803.71,3.403,3.0777,3.54,0.0757,23.4995,0.0549,0.7354,0.6134,5909,65459.1,2.81,14.192,-0.0931,-0.2417,18,351.09,0,0,6.28,70.22,1
COMP_00211,Real Estate,259462303.33,0.0301,0.1673,0.2407,0.2293,0.231,135070055.5,1.6331,0.5206,19.0727,0.2699,76063711.94,45617102.02,2.7808,1.8266,19.2,0.5631,20.058,0.3946,0.6442,0.6374,20091,12914.35,2.7236,11.4934,0.2513,0.2399,2,573.99,1,1,3.16,55.57,0
COMP_00212,Manufacturing,174699700.99,-0.0866,0.5133,0.319,0.4437,-0.0635,168311076.59,2.6637,0.9634,16.1914,0.4445,17181277.22,15741541.0,3.2065,2.7019,9.41,0.1021,17.1369,0.1208,0.8648,0.3614,23180,7536.66,1.7784,13.104,0.1108,0.4094,22,717.32,0,1,6.03,53.83,0
COMP_00213,Real Estate,186497908.16,0.1025,0.4353,0.1218,0.4476,0.0594,184923305.57,0.1416,0.9916,3.9435,0.1781,14895509.29,16081334.83,2.5203,1.282,15.03,0.0805,22.9546,0.2705,0.9264,0.108,35190,5299.74,1.5941,18.3073,0.0913,0.4611,37,756.8,0,2,8.9,56.07,0
COMP_00214,Finance,1675459.23,-0.2349,0.1355,-0.0266,-0.0671,0.2015,3419900.1,3.4684,2.0412,5.9446,0.2096,65726.57,58689.83,2.2207,1.733,18.45,0.0192,19.6843,0.1997,0.7577,0.7719,1622,1032.96,0.8968,14.4984,-0.0722,0.3499,62,596.64,1,2,9.16,12.28,1
COMP_00215,Manufacturing,150600463.26,0.5587,0.1289,0.0108,-0.0521,-0.0667,225372582.28,1.0574,1.4965,15.3901,0.3272,23374815.1,14388631.42,1.4093,1.1046,17.19,0.1037,25.6203,0.0012,0.5208,0.8962,14027,10736.47,2.0999,7.4216,0.0287,0.414,3,846.96,0,0,5.62,69.04,0
COMP_00216,Retail,323582912.08,-0.0991,0.1006,0.0057,0.0471,0.3616,120230561.16,2.4569,0.3716,9.6938,0.8613,46340579.61,44619466.44,0.6868,0.5153,3.71,0.3854,32.7048,0.1502,0.6305,0.7931,3659,88434.79,2.6663,14.8699,0.2957,-0.0149,58,548.63,0,1,5.73,39.45,0
COMP_00217,Manufacturing,487123027.46,0.5301,0.5706,-0.004,0.053,-0.1335,1090774137.67,1.13,2.2392,11.1724,0.6338,18195432.58,9481626.0,1.5214,1.4027,3.21,0.0167,13.1193,-0.0613,0.858,0.418,3850,126525.46,2.554,3.6309,0.067,0.3647,67,345.04,0,0,1.73,70.02,0
COMP_00218,Telecom,423683352.66,0.0833,0.5483,-0.0543,-0.0431,-0.0883,185092317.44,0.2153,0.4369,12.3751,0.3517,15789263.75,17157210.25,2.8927,2.6681,22.22,0.0853,14.4498,0.2544,0.686,0.3815,43865,9658.8,2.3298,10.1554,-0.1256,0.189,61,459.28,0,2,3.59,83.55,0
COMP_00219,Real Estate,12773887.36,0.587,0.0909,0.1653,0.1331,-0.0803,27614727.25,2.4678,2.1618,2.5142,0.8637,2017271.88,2309870.36,3.7439,2.4483,2.37,0.0731,0.6247,0.1595,0.8004,0.8679,7498,1703.64,0.8833,9.0749,0.0292,0.0405,73,661.39,1,1,7.07,24.79,0
COMP_00220,Finance,449381741.73,0.1987,0.4422,0.3402,0.2526,0.1669,819595224.7,2.1817,1.8238,17.1913,0.6918,54742997.52,50249995.72,1.3967,0.9852,5.63,0.0668,18.4935,-0.0388,0.7518,0.8907,32385,13876.23,1.8127,8.0183,-0.1257,0.3467,64,644.54,0,1,9.44,31.22,0
COMP_00221,Finance,391816008.24,0.5377,0.1093,-0.0158,0.2469,0.2221,696834366.55,2.1832,1.7785,17.3311,0.8256,73435006.93,82044967.8,2.8445,2.4365,10.8,0.1054,4.6859,0.2834,0.9357,0.5898,808,484920.8,0.8298,13.2193,0.143,-0.1235,54,482.88,0,1,4.58,43.41,0
COMP_00222,Energy,390407685.66,-0.2952,0.6826,-0.088,0.2261,0.0922,128634348.49,1.1232,0.3295,9.6307,0.8418,107969954.82,60371821.9,2.1739,1.9125,19.79,0.8394,25.0884,0.3023,0.6474,0.5116,47221,8267.67,2.4507,5.0446,0.0387,0.4582,22,788.34,0,0,5.75,69.64,1
COMP_00223,Retail,229539883.74,0.3734,0.685,0.3031,0.1032,0.0232,521824384.39,4.7413,2.2733,12.7235,0.7006,48624954.14,32084745.46,2.6964,1.8554,14.66,0.0932,27.3076,0.2669,0.7141,0.5131,22149,10363.44,2.7824,18.9558,-0.0815,0.0697,28,443.83,0,2,8.81,35.61,0
COMP_00224,Healthcare,199604641.18,0.5127,0.5388,0.2451,0.3239,0.3356,312678450.65,0.1172,1.5665,13.3681,0.2945,4339062.22,3133160.66,0.5057,0.3323,13.92,0.0139,25.3236,0.0645,0.5311,0.2614,22249,8971.4,2.826,6.6348,0.2312,0.3791,75,453.59,0,0,2.56,53.44,0
COMP_00225,Healthcare,152154948.69,-0.1743,0.6983,0.3585,0.3959,-0.109,227891720.07,4.4686,1.4978,4.1996,0.8973,30986199.12,32263347.84,0.9293,0.8078,16.76,0.136,19.1779,0.2616,0.8864,0.6826,11652,13058.27,2.7762,14.4847,0.1154,-0.1035,77,582.9,0,0,9.2,60.73,0
COMP_00226,Manufacturing,33781734.62,-0.2135,0.618,-0.1007,0.1078,0.0182,71885326.94,3.7108,2.1279,2.6954,0.3601,2702870.2,2267621.31,1.2596,0.8434,19.35,0.0376,18.7442,0.1889,0.6564,0.2369,23177,1457.55,0.9978,9.8784,0.0683,0.4149,17,540.02,1,0,5.53,34.14,1
COMP_00227,Energy,114889446.38,0.0821,0.63,-0.1134,-0.0487,-0.1265,248304058.16,0.9432,2.1612,0.9031,0.6374,24248860.24,18037350.37,3.6271,2.475,5.96,0.0977,22.6647,0.1719,0.8465,0.2677,34843,3297.35,0.7875,5.6834,0.2064,0.1359,28,566.56,0,0,3.08,10.58,0
COMP_00228,Technology,124055213.85,0.5403,0.4488,0.1249,0.0778,-0.1417,18746381.04,2.4137,0.1511,18.3012,0.7758,31587994.04,19289170.32,0.6418,0.3601,0.94,1.685,19.4591,0.2244,0.5015,0.6393,34999,3544.54,0.4309,9.6299,0.1083,-0.0817,32,655.24,0,1,7.83,40.52,0
COMP_00229,Manufacturing,242554457.79,0.1881,0.2642,0.1687,-0.0176,0.062,127527387.71,4.9454,0.5258,7.2414,0.2401,-5884.46,-6281.36,2.4937,1.8561,3.49,-0.0,26.2852,0.215,0.9164,0.7954,42531,5703.0,2.2978,8.5235,-0.1206,0.1811,68,823.68,0,1,1.32,22.3,0
COMP_00230,Energy,373974758.89,0.1747,0.2025,0.0881,0.1804,-0.0331,338133747.58,3.2541,0.9042,2.1737,0.5872,-1698591.63,-873698.45,3.7502,2.426,4.38,-0.005,31.319,0.2996,0.9665,0.6327,14881,25131.02,2.8938,16.0457,-0.034,-0.2408,61,643.83,0,0,1.01,75.99,0
COMP_00231,Retail,237431104.37,-0.173,0.279,0.1594,-0.0064,0.011,571050994.22,0.7241,2.4051,9.5831,0.4001,17344333.46,12766978.73,2.7822,2.1306,1.44,0.0304,18.8109,0.393,0.7256,0.4799,28025,8472.12,0.533,13.8546,0.1081,-0.0121,50,456.42,0,0,4.47,71.16,0
COMP_00232,Retail,29864380.27,-0.2993,0.4899,-0.0918,0.1777,0.3426,61548093.57,2.3424,2.0609,1.9747,0.2954,-2370827.15,-1588318.87,2.1954,1.5405,18.07,-0.0385,3.9509,0.2631,0.7317,0.6562,44327,673.73,1.5374,16.9968,-0.1025,0.1236,30,843.86,0,2,8.76,70.28,1
COMP_00233,Retail,478937110.69,0.4291,0.1709,0.0878,0.0326,-0.0522,1281606517.05,2.3942,2.6759,2.1624,0.1094,83466465.97,49270859.38,1.851,1.5486,21.3,0.0651,4.673,0.1209,0.7959,0.464,24141,19839.16,0.9645,2.7491,-0.0375,0.1212,41,773.64,1,2,2.99,64.61,0
COMP_00234,Retail,471419435.23,-0.2212,0.231,0.1949,0.3432,0.3181,1234207449.13,4.0311,2.6181,10.0333,0.7976,94227520.29,58461490.74,2.6847,1.6779,17.2,0.0763,13.2196,0.1308,0.9681,0.6234,17591,26798.9,2.2425,16.9899,0.1229,0.1913,73,499.36,0,2,3.22,22.49,1
COMP_00235,Retail,392809582.03,0.2705,0.3776,0.0596,-0.0835,0.255,1178751539.45,4.5892,3.0008,10.4223,0.2087,14994328.2,12680072.69,2.1813,1.2595,4.93,0.0127,17.4206,-0.0854,0.7681,0.7243,43703,8988.16,2.6206,9.4108,0.2665,-0.2654,6,546.99,0,1,7.32,70.11,0
COMP_00236,Energy,495672622.88,0.5232,0.2131,0.2077,0.2328,0.0459,684608418.42,0.503,1.3812,11.8128,0.8025,42684402.43,34072378.03,2.9689,2.4236,14.75,0.0623,7.9543,-0.02,0.5355,0.1118,10835,45747.36,1.1823,6.6537,0.1795,0.3132,53,382.15,0,0,3.87,60.36,0
COMP_00237,Energy,272696684.07,-0.1122,0.4621,0.0707,0.0017,0.1779,347202093.55,1.6388,1.2732,13.2981,0.5806,37125645.08,32034176.28,2.6622,1.7913,12.73,0.1069,15.901,0.0141,0.7713,0.2752,34314,7947.1,2.1158,5.6704,0.0784,-0.2254,58,565.11,0,2,7.36,81.97,0
COMP_00238,Finance,481421406.78,0.2987,0.6962,0.0002,-0.0994,0.1167,1408375395.61,1.5623,2.9255,13.5312,0.5968,-33969509.25,-34286589.45,2.4859,1.8735,19.77,-0.0241,4.8371,0.3952,0.7011,0.6625,31303,15379.4,1.3156,8.2395,-0.0546,0.4527,1,522.52,1,1,4.82,41.47,0
COMP_00239,Telecom,38726915.27,-0.2292,0.5737,-0.0178,0.4215,-0.073,35158044.72,4.9806,0.9078,8.9434,0.7629,7145852.2,8036440.72,3.8488,3.5543,22.64,0.2032,8.505,0.2815,0.8652,0.4211,6583,5882.87,2.8562,8.232,-0.0633,0.1383,31,767.34,0,0,5.59,76.0,0
COMP_00240,Healthcare,183474693.38,0.2434,0.5165,0.0465,0.3029,0.3943,306033232.85,2.8402,1.668,13.0489,0.5076,20307101.68,11837485.78,3.4249,2.4586,17.96,0.0664,25.7152,-0.0292,0.6456,0.5177,12700,14446.83,0.206,4.5655,0.1993,0.4843,20,463.17,0,1,4.97,41.88,0
COMP_00241,Real Estate,113465252.74,-0.1525,0.4579,-0.1861,-0.0406,0.1918,86313836.62,4.4112,0.7607,6.4424,0.3858,16986305.78,9476226.86,2.631,1.4959,12.54,0.1968,34.4964,0.1492,0.9437,0.648,41484,2735.16,2.3515,12.7898,0.2669,-0.1546,72,673.71,0,0,7.18,11.7,1
COMP_00242,Retail,98720708.98,0.3624,0.3916,0.2011,0.2984,0.3781,316603091.17,2.1876,3.2071,9.1055,0.211,18710756.35,13551232.7,2.3853,1.6507,12.51,0.0591,6.5985,0.0068,0.884,0.5212,1503,65682.44,0.3209,3.4872,-0.0958,0.3208,38,415.88,0,0,5.5,77.49,0
COMP_00243,Technology,71260671.5,-0.0289,0.1806,0.3071,0.267,0.3443,105931143.43,3.6413,1.4865,8.1699,0.5563,12130240.65,10703855.42,3.0338,2.1702,19.48,0.1145,11.9345,0.0488,0.6568,0.7695,4975,14323.75,2.2298,11.0031,0.1539,0.1663,56,496.64,1,0,8.19,60.63,0
COMP_00244,Real Estate,311584407.14,0.1171,0.6763,0.0128,0.184,-0.1021,256264295.03,1.5043,0.8225,6.9176,0.5425,-19278152.43,-10987026.71,3.3137,2.7991,3.38,-0.0752,12.339,0.2023,0.669,0.4033,15203,20494.93,2.8599,9.0499,0.1775,0.3686,46,539.09,0,0,6.24,35.04,0
COMP_00245,Energy,390879606.02,0.2395,0.224,-0.1724,0.1516,-0.0256,958767293.58,4.5678,2.4528,5.1521,0.3351,83271752.35,83370033.75,1.5333,0.9013,4.1,0.0869,7.8941,0.1995,0.7486,0.6534,44032,8877.17,2.6785,16.6735,0.0796,-0.2587,10,842.81,0,2,8.41,62.4,1
COMP_00246,Technology,289570901.31,-0.1459,0.1139,0.3921,0.4322,-0.0628,269819822.03,2.3302,0.9318,2.03,0.58,41703605.29,37085596.28,2.8343,1.8596,8.57,0.1546,7.2216,0.3359,0.5478,0.4403,34434,8409.45,0.5327,5.9643,-0.001,-0.0078,38,678.87,0,0,6.31,39.41,0
COMP_00247,Technology,74334392.08,0.3675,0.575,-0.0418,0.0471,0.3485,245891646.23,4.0383,3.3079,10.3653,0.4515,13822653.91,14153332.06,0.973,0.5084,18.06,0.0562,4.6961,-0.0177,0.8313,0.5234,35416,2098.89,0.4035,12.0811,0.1688,0.2274,75,516.8,0,0,5.68,26.13,0
COMP_00248,Technology,405750761.2,-0.0276,0.1729,-0.124,0.139,0.3675,547722080.32,1.3535,1.3499,10.9771,0.7444,1866733.47,1401057.51,2.0066,1.6371,2.05,0.0034,31.7723,0.1487,0.7924,0.191,11592,35002.65,2.7734,4.1265,0.0558,-0.0698,14,667.0,1,2,4.14,82.59,0
COMP_00249,Finance,318341398.87,0.2961,0.3103,0.0219,0.0975,0.1668,751215163.62,3.4987,2.3598,7.055,0.5476,-3638359.61,-2840713.29,3.7845,3.1592,8.59,-0.0048,22.7631,0.1994,0.653,0.7652,32531,9785.79,0.9686,14.9043,0.0563,0.4271,25,328.56,0,0,6.42,25.67,0
COMP_00250,Energy,194694687.36,-0.1575,0.0698,0.2431,0.3627,-0.0875,248008472.11,2.0853,1.2738,19.529,0.8469,44864842.37,47794520.88,1.642,1.1589,7.99,0.1809,10.2373,0.3652,0.8063,0.356,16319,11930.55,0.6928,7.8493,-0.1042,0.3178,60,402.72,0,0,6.46,33.65,0
COMP_00251,Technology,337391017.47,0.3193,0.1459,-0.0237,0.4499,-0.0686,959754290.97,0.2541,2.8446,11.3607,0.5144,18946419.97,13014421.3,1.0398,0.7718,11.91,0.0197,9.1075,0.1582,0.5472,0.341,18510,18227.5,0.8532,19.2629,0.1334,-0.0026,60,741.03,0,0,2.09,62.23,0
COMP_00252,Retail,130692584.64,-0.1846,0.1712,0.1448,0.4099,0.3381,411621172.71,2.1237,3.1495,17.8357,0.81,17008161.62,13045121.34,1.0115,0.8471,11.4,0.0413,20.6813,0.0703,0.957,0.171,27204,4804.17,1.7003,18.3247,-0.109,-0.18,18,831.05,0,2,2.09,67.98,0
COMP_00253,Manufacturing,173250912.04,0.0828,0.0881,0.0493,0.3786,0.4075,481450844.1,2.7951,2.7789,11.6167,0.5164,20900676.26,10647747.13,1.878,1.1658,17.29,0.0434,24.4331,0.0461,0.5321,0.5051,34229,5061.52,0.3904,10.6159,-0.0244,0.2363,19,645.24,0,0,2.22,44.6,0
COMP_00254,Technology,458825435.72,-0.0775,0.5097,-0.1293,0.4921,-0.0303,1369546512.3,0.8436,2.9849,4.2034,0.5464,61513225.34,54668312.96,1.2881,0.9959,15.2,0.0449,8.93,0.008,0.6578,0.4343,26870,17075.75,0.2739,16.2075,-0.069,0.2756,74,416.94,0,0,4.56,29.23,0
COMP_00255,Finance,145961748.33,0.3735,0.6359,-0.0018,0.3183,-0.1433,65156567.64,1.0012,0.4464,19.5051,0.3934,-10538062.96,-11549976.88,1.9942,1.8621,21.72,-0.1617,12.216,0.3812,0.9659,0.1792,21737,6714.9,1.8419,3.336,0.2753,-0.0813,25,814.22,0,0,8.99,24.82,0
COMP_00256,Real Estate,235524145.81,-0.0642,0.3113,0.2349,0.3506,0.0486,763526863.27,2.3778,3.2418,17.764,0.4201,4943524.22,2568278.99,3.0161,2.4011,4.75,0.0065,10.2424,0.2015,0.6912,0.7013,47290,4980.42,1.4225,16.0817,-0.1139,-0.2289,54,362.77,0,0,9.13,58.73,0
COMP_00257,Energy,445180427.56,0.4935,0.6622,0.1672,0.4897,-0.1317,989468025.14,1.7794,2.2226,9.6898,0.8465,-32679708.76,-30380782.49,3.6086,1.9311,10.65,-0.033,3.161,0.0518,0.9251,0.1531,44540,9995.07,2.7177,10.0569,0.0581,-0.1935,23,662.79,0,2,4.18,13.04,0
COMP_00258,Telecom,354152953.78,0.5026,0.1993,-0.1281,-0.0958,0.3468,1082057547.47,2.2596,3.0553,5.2396,0.2786,32604875.69,35598458.87,0.8856,0.5585,9.9,0.0301,13.5898,0.2726,0.5724,0.216,13165,26901.1,1.7641,3.7033,0.1258,0.4023,33,537.48,1,0,3.53,42.74,0
COMP_00259,Finance,32039409.86,-0.1232,0.2778,-0.102,0.2804,0.1449,77762371.01,2.3581,2.4271,4.8421,0.1972,8357142.76,7068072.87,3.1894,2.3398,3.14,0.1075,18.723,0.0446,0.532,0.4686,17272,1854.99,1.8285,7.0102,0.0597,0.0025,51,833.84,0,2,1.36,74.59,0
COMP_00260,Technology,74504219.1,0.2525,0.1555,0.1844,0.3434,0.2351,58581331.84,0.7864,0.7863,16.2174,0.7642,4147685.14,2982663.22,0.8622,0.4593,4.37,0.0708,22.9723,0.1519,0.5519,0.3862,18686,3987.17,2.7731,7.3884,0.1478,0.3395,31,499.3,0,1,3.15,84.23,0
COMP_00261,Energy,4912953.8,-0.2211,0.4844,0.288,0.4507,0.0969,10673329.95,0.9879,2.1725,1.8478,0.5615,1046360.42,1253130.31,1.828,1.4706,8.41,0.098,14.6441,-0.087,0.9666,0.3204,3009,1632.75,0.4654,14.9011,-0.1358,0.0194,79,556.44,0,0,4.19,30.32,0
COMP_00262,Manufacturing,315829973.32,0.0524,0.3439,0.0097,0.4303,0.0573,129243062.12,4.256,0.4092,12.9422,0.3277,4705406.62,2566243.4,3.9879,3.168,17.77,0.0364,34.4196,0.3233,0.5426,0.5511,27809,11357.11,1.4834,16.1573,0.2673,0.3119,77,772.14,0,0,9.39,72.14,0
COMP_00263,Technology,224389039.28,0.342,0.4793,0.1572,0.4052,-0.0167,553221819.94,0.8973,2.4655,12.9826,0.4459,54415757.65,35223125.98,0.7404,0.6621,4.03,0.0984,21.9417,0.3783,0.8128,0.5194,9795,22908.53,1.327,11.5999,0.0096,0.3721,6,473.03,0,1,1.98,30.02,0
COMP_00264,Finance,68003150.6,0.2935,0.5832,-0.0976,0.4675,0.3123,101365760.11,3.363,1.4906,4.0579,0.5199,4610698.18,5162466.1,0.5801,0.4206,6.73,0.0455,31.0418,0.3329,0.7115,0.4459,11168,6089.11,2.3871,7.9537,0.0448,-0.0373,27,522.01,0,2,1.62,30.31,1
COMP_00265,Healthcare,479009126.41,0.2622,0.432,-0.0132,0.2224,0.2673,295018266.6,2.1508,0.6159,14.2458,0.5737,20160040.94,14275623.55,1.6678,1.3533,16.4,0.0683,32.068,-0.0144,0.9132,0.7209,28100,17046.59,1.3761,9.3341,0.092,0.4965,13,596.07,0,0,3.0,41.3,0
COMP_00266,Retail,265300202.25,-0.0457,0.4893,-0.1878,-0.0958,0.0664,909815572.1,4.8444,3.4294,14.2554,0.7568,47486571.83,50995481.08,3.8289,2.2281,14.52,0.0522,28.7668,0.3126,0.6413,0.4985,35479,7477.67,1.5547,13.2492,0.1399,-0.1593,6,612.13,0,0,8.23,21.46,0
COMP_00267,Telecom,121704753.76,0.0402,0.7047,0.261,-0.0934,0.0427,385035752.47,0.4239,3.1637,7.3256,0.4155,12791524.13,9379268.74,0.5701,0.2858,2.95,0.0332,9.5225,0.0735,0.5139,0.883,17906,6796.87,1.52,13.3669,-0.0935,0.1502,51,362.38,0,1,5.84,27.35,0
COMP_00268,Real Estate,250801182.01,-0.2073,0.2593,0.0406,0.2268,-0.1493,787026304.49,4.1689,3.138,9.9258,0.6412,8759988.17,9359054.58,1.2795,0.7389,22.68,0.0111,15.1516,0.3681,0.8593,0.7414,41072,6106.38,2.4166,5.2597,0.0152,0.2324,47,474.67,1,0,6.35,43.9,1
COMP_00269,Finance,340130546.03,0.3471,0.3014,0.2897,0.1612,-0.1119,946239451.78,2.5081,2.782,16.7389,0.7678,-26109477.91,-25587552.98,2.6111,1.3786,3.98,-0.0276,0.1134,0.0495,0.7826,0.1852,17812,19095.58,2.0834,11.0104,0.1183,-0.1769,40,413.59,0,1,4.96,68.28,0
COMP_00270,Energy,39043369.77,0.1535,0.5524,0.225,0.1707,0.224,95763071.78,0.1262,2.4527,10.7015,0.775,-1301872.68,-1077905.93,1.3181,0.9128,1.94,-0.0136,15.8541,-0.0553,0.7086,0.3192,19551,1997.0,1.395,12.2124,0.0876,-0.2732,73,834.41,0,1,7.6,60.7,0
COMP_00271,Telecom,138077203.71,0.3379,0.4779,0.2972,0.1402,0.1588,321342966.05,1.3919,2.3273,12.5541,0.3034,28848399.32,24984494.59,0.6883,0.4892,7.65,0.0898,10.352,0.3265,0.655,0.5287,12712,10861.96,0.4003,15.4922,-0.1268,-0.2048,66,451.28,0,0,6.56,24.48,0
COMP_00272,Telecom,403675779.95,-0.076,0.175,-0.0286,0.4506,0.1109,185981121.12,2.0977,0.4607,8.549,0.3801,108303258.08,67620404.57,0.6836,0.54,1.12,0.5823,4.0052,-0.0417,0.9317,0.4751,8539,47274.36,2.5355,10.4081,0.1875,-0.1838,63,307.54,1,0,3.74,19.8,0
COMP_00273,Telecom,230372770.33,-0.008,0.3133,-0.0889,0.1155,0.3465,728421467.92,1.6396,3.1619,3.4172,0.5759,-7478979.67,-4346175.42,2.4571,1.3842,1.22,-0.0103,29.3667,0.1707,0.5585,0.1376,47348,4865.52,2.9802,18.8596,0.0241,0.21,66,357.31,0,2,8.18,25.24,0
COMP_00274,Technology,273741993.87,0.0008,0.3775,0.3831,0.4137,0.1523,847460469.2,1.876,3.0958,19.9623,0.8086,34977790.76,35042847.82,2.4666,1.4716,14.1,0.0413,23.6033,0.088,0.5679,0.5225,15038,18203.35,2.2821,13.9809,-0.1412,0.4768,37,585.04,0,0,3.46,32.58,0
COMP_00275,Retail,216975185.1,-0.2768,0.3436,0.2304,0.4417,0.0807,573400089.55,4.5917,2.6427,10.865,0.7324,-18731581.08,-20492372.69,2.9727,2.5542,21.48,-0.0327,34.9687,0.2784,0.5071,0.5843,4151,52270.58,1.4118,14.9986,0.2085,0.0962,59,655.68,1,0,9.69,42.71,1
COMP_00276,Technology,22906071.38,0.0069,0.1748,0.3004,0.1997,-0.0532,74510492.12,1.8686,3.2529,7.0607,0.5672,374225.26,376238.43,0.9611,0.7299,9.96,0.005,17.4938,0.2744,0.5348,0.4707,23158,989.12,1.302,12.5555,-0.1474,0.3352,38,342.66,1,0,8.83,80.12,0
COMP_00277,Energy,83709140.13,0.423,0.6971,-0.1921,0.1682,0.3424,165784590.48,2.1523,1.9805,14.4189,0.887,6656147.65,7581387.41,2.2495,1.1545,7.6,0.0401,11.6416,0.2881,0.9115,0.7929,11479,7292.37,1.8735,17.2181,-0.059,-0.2158,23,320.97,1,1,5.76,11.4,1
COMP_00278,Technology,223325277.73,0.5076,0.5836,0.0127,0.3566,0.1957,362230013.44,3.8295,1.622,12.606,0.4512,43403523.86,48744539.72,2.6033,2.2956,21.99,0.1198,9.307,-0.0684,0.881,0.5453,674,331343.14,0.7984,8.4724,0.176,-0.018,71,509.11,0,1,9.48,61.24,0
